ペッパー,コントロ,トップク,カステラ,ガラガシ,ズッコン,ワイトボ,スーパー,キャッスル,ハッゲホ,メージト,ズルゲー,ノープラ,サッパリ,バッコン,サンドバ,コンプリ,ムズアップ,ブリザー
1,1,1,4,1,1,2,5,1,1,1,1,1,1,1,1,1,2,1
