プススタ,ハッキリ,ヘッドロ,スッキリ,キーパー,ハッピー,カップル,バッチリ,ムシャクシャ,グチャグチ,メチャクチャ,サンドバ,ポップス
1,1,1,1,1,1,2,1,1,1,1,1,2
