ワクワク,ペラペラ,コンコン,コロコロ,バラバラ,ガサガサ,キラキラ,キョロキョロ,ゴリゴリ,バシバシ,カサカサ,パタパタ,ソワソワ,ピカピカ,カラカラ,ニヤニヤ
['皇帝さまの反応を想像するとワクワクして、いつもは気にならないはずの、なかなかお湯に変わらないシャワーをもどかしく思った。\n'],['「日本語もペラペラだし、すごいですね！僕もあれくらいは身長欲しかったなあ、背が高いと何着ても映えますよね」\n'],['コンコン、とクローゼットのドアを小突く音と、皇帝さまの声がした。\n'],['せめてあとでコロコロをしなければ。\n'],['ぺらりと見せられたスクラッチカードには、見事にバラバラな数字が並んでいる。\n'],['コンビニの袋をガサガサと漁って缶のコーラを取り出し、皇帝さまに手渡す。\n'],"['改めてみると、キラキラと光を反射する石も、細かな銀細工も、とても美しい。\n', '艶やかな朱色の髪がさらりと揺れ、キラキラと輝く金色の瞳が私を見つめた。\n', '先程までの不機嫌な表情は消え、キラキラした目で前を見つめている。\n', '錯覚かもしれないが、イケメン補正も相まってキラキラと輝いて見えた。\n', 'キラキラと輝かんばかりの表情が眩しい。\n']",['最も、皇帝さまはキョロキョロと街並みを見るのに忙しいらしく、意識がいっていないだけかもしれないが。\n'],['ひたすらゴリゴリと削り、ようやく一枚目を削り終えたがこれはハズレだった。\n'],['その顔は彫りが深く、鼻筋もすっと通って、まつげもバシバシに長い。\n'],['机の上に置いた白い布をカサカサと楽しそうに弄ぶ。\n'],"['彼女の耳が嬉しそうにパタパタと動く。\n', '耳は相変わらずパタパタと動いているので、どうやら照れているのだとわかる。\n']",['落ち着かなくてソワソワしてしまう。\n'],['おかげでお風呂とトイレとキッチンがピカピカになった。\n'],['慣れない説明をしていたせいで喉がカラカラだ。\n'],['そのくせ、庭園でニヤニヤと笑いながら花を摘んでいる姿をメイドが目撃したらしい。\n']
