ペットボ,サーカス,ワーラン,ザーサラ,ユルフワ,サンプラ,バタフラ,ズタタタ,コントロ,トップク,シャカシャッ,コソドロ,キーワー,カックイ,サングラ,ガタゴト,キーパー,ブラウザ,カップル,ハッフル,コンクー,キーボー,ワーサー,ゴロンゴロ,ガタンゴトン,サンオイ,グラサン,ランクス,ワイトボ,スクラン,スーパー,カタキー,スッポチ,ボトムズ,ドロボー,スクトッ,カラフル,カチコチ,カチャカチ,プリクラ,ブルンブル,ブストー,モロコシ,ブラトッ,クラスカ,メーマジ,サンキュー,ケットボ,コンパク,トップス,ノータッ,ビシバシ,ワークス,ムズアップ,カッキー
2,1,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,16,2,3,3,3,1,1,2,2,1,6,4,8,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,7,1,1,1,1,1,2,1
