ギーエン,マルグリ,ボンクラ
"['\u3000「ギーエンヌ公爵家の使者が到着！\u3000接見を求めています！」\n', '\u3000『ガスコン公爵家、ロレイン侯爵家、ギーエンヌ公爵家……有力な諸侯が”オールアンを滅ぼすことへの同意”の密約を破り、反乱した。至急軍を戻せ』\n']","['\u3000男爵家の娘マルグリットに「真実の愛」とやらを捧げる一方で、息子のフィリップはメアリの肢体に執着していた。\n', '\u3000「婚約破棄の理由はデーリッシュ男爵家が一子、マルグリット・ド・デーリッシュへの暗殺未遂、呪詛によるものである！」\n', '\u3000マルグリット。\n', '\u3000彼女こそがこの告発の主役であるはずの、マルグリット・ド・デーリッシュである。\n', '\u3000「マルグリット？！」\n', '\u3000貴方もぐるでしょうに。それ程までに、その娘…マルグリットへ己の慈悲深さを見せたいか。\n', '\u3000再びフィリップと……マルグリットに微笑んだ後、王を睨む。\n']",['\u3000「あのボンクラ王子に怒ってんだよ。クソみたいな奴だが顔はいいらしいぞ」\n']
