カーボー,ワンシー,コンパク,スカウト,カンテラ,ブラボー,ワクドキ,キーパー,ワンツー,カースク,ワンタッ,タックル,ワンキー,パンチン,グラウン,クラシコ,コントロ,シュートコ,ペットボ,スーパー
1,1,2,10,1,1,1,31,2,3,12,3,1,1,2,1,1,6,1,6
