フラフラ,ネチネチ,ゴロゴロ,カシャカシャ,ジリジリ,ボソボソ,サラサラ,バンバン,パラパラ,トボトボ,パンパン,チョコチョコ,ブンブン,ウンウン,ウロウロ,デカデカ
['\u3000由紀はフラフラと引き寄せられるように、公園へ足を踏み入れた。\n'],['「アイツ、ぜってぇその辺で見てる。ここでスルーした後でネチネチ言われるのが嫌なんだよ」\n'],['『毎日家でゴロゴロするより、健全だろう』\n'],['\u3000しばらくしてコーヒーを入れる香りと、カシャカシャとなにかを混ぜる音が聞こえてくる。\n'],['\u3000もはやジリジリと照り付ける太陽はどうでもいい、早くこの空間から遠のきたい。\n'],['低い声でボソボソと語る近藤曰く、母親に夏休み期間中の接客バイトの女子を捕まえて来いと言われているのだとか。\n'],['\u3000由紀はプリントを押さえている手から、ゆっくり視線を上げていく。するとそこには、サラサラロングヘアーを爽やかになびかせ、優しく微笑む女子生徒がいた。\n'],['近藤母が、近藤の背中をバンバンと叩いている。\n'],['\u3000そのおじいさんを皮切りに、パラパラと常連さんたちが来店する。\n'],['｜西田由紀《にしだゆき》は夏の暑い日差しの中、トボトボとした足取りで歩いていた。\n'],['\u3000普段使わない筋肉を使ったのだろう、両足とお盆を持ち続けた両腕がパンパンだ。\n'],['\u3000背の高い近藤は当然歩幅が広いので、女子高生の平均程度の身長である由紀は、チョコチョコと小走りで付いて行く。\n'],['近藤母がそう言って由紀の手を持ち、ブンブンと握手する。\n'],['\u3000由紀はウンウンと頭をひねりながら欄を埋めて行く。\n'],['\u3000だが結局全教科、赤点と平均点の真ん中あたりをウロウロしていた。\n'],['「不良はノーサンキュー！」とデカデカと書いてある風な顔で、由紀は近藤にきっぱりと断る。\n']
