ガヤガヤ,ヒーヒー,パチパチ,ムズムズ,ゲラゲラ,ワクワク,ヒソヒソ,ブンブン,ウンウン,プルプル
['\u3000迎えた、テスト発表朝一でみんなホールに集まって、ガヤガヤ騒いでいた。\n'],['\u3000ヒーヒー言ってる奴もいるし、逆にプルプル震えて我慢している人もいる。\n'],"['\u3000パチパチパチ！！\n', '\u3000パチパチパチ\n']",['「いえ、なんか異様に鼻がムズムズして、口の方に回ってきたんです。」\n'],['\u3000小学生のクラスメートがゲラゲラと大声で笑いながら走り去って行く。\n'],"['\u3000小学生の頃以来である人工芝を見ると、ワクワクした気分になっていた。\n', '\u3000緊張と、ワクワクの気分で持ち物を確認している。\n']",['\u3000ヒソヒソ声で先輩に尋ねてみる。\n'],['\u3000ああ・・・公務員・・・。ブンブンと首を振り公務員を忘れ去る。\n'],['\u3000そして、部長が先輩の元に行き、こちらを見て、指をさしてウンウンと何かを話しているが、めちゃくちゃ察せる。\n'],['\u3000ヒーヒー言ってる奴もいるし、逆にプルプル震えて我慢している人もいる。\n']
