わなかっ,くらしこ,たらでか,ぴっちか,わんしー,くんもや,はたぶん,きらめた,くること,かーぼー,かりする,からたっ,ぐらうん,からよろ,たっくる,ぶんつら,ぱりすご,すごいじ,あっぷすれ,するから,どやたら,がらもそ,ぶるばか,わんつー,たらうか,ぱりきー,けたとこ,ばらくす,からさら,すかうと,じとたっ,ぱんちん,こっちか,するとこ,ぶらぼー,ぶるする,かーくら,めたばか,もそうだ,たっぽい,くんから,くつもり,しなかっ,かーすく,するちー,がたかっ,くんのお,めきから,すーぱー,うとする,かってく,もおふさ,からざわ,くどころ,へとぼー,ひたすら,からぼー,わくどき,どきしな,まじいら,からこそ,すやしゅー,かったら,からくら,とぼけた,つらかっ,くんかっ,うところ,ぺっとぼ,きーぱー,しとばか,さやもや,ばかうん,よろしく,かっこつ,するなよ,げたかっ,しながら,こんぱく,すること,とぼどぼ,あっぷする,わんたっ,がらしゅー,わんきー,こんとろ,はーふが,くんくら,しゅーとこ,どやばか,ぴんとこ,こっちま,たらしく,ころでこ,くんがち,すごかっ,もそこと,たらすく,からちー,はたくさ,ことばか,ざわめき,てかうん,けたこと,わんばか,かんてら,ころへと,しっかり,するすぽ
3,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,10,1,1,1,1,1,3,1,1,2,1,3,1,2,3,1,1,1,1,6,4,3,1,1,1,1,1,2,1,2,1,1,1,7,1,1,1,1,1,1,30,1,1,1,2,1,3,1,10,2,8,1,1,12,1,1,1,2,1,6,1,1,1,1,1,1,4,1,1,1,3,1,2,1,4,1,1,1,3,1
