どさくさ,まるぎり,うとする,おいてく,しながら,きしめた,すること
['国の戦争が終わったとはいえ、国内はまだまだ荒れていた。戦争が終わった直後のどさくさに紛れ、近くの町まで行けたあの時とは違い、女で一人の遠出はとても危険が伴うものとなっていた。旅先の用心棒として、一人の男を雇った。'],['いつもよりも上質な客が増え、店は戦争が始まるぎりぎりまでとても繁盛した。噂によれば、この国に有利な戦争だという事だ。それでも、犠牲は出る事には変わりない。男達は興奮を抑える為、または死ぬ前に経験しようと娼館を訪れた。'],['私を買い続けた男は、死にかけのべっどの上でも私を買おうとする。男は私に『こんな』仕事とは一度も言った事はなかった。'],['「明日、俺はお前を買う。お前は、宿屋から出る支度をしておいてくれ」'],['次の日には大量の子供用品を買って男は家に帰ってきた。こんなには使わないと言えば、男は私を優しく世話しながら'],['お金で買われ抱かれているだけのはずなのに、恋人を見送るような気分にもなってくる。時には泣き出すお客までいた。母という存在をあまり理解していなかったが、泣き出す客には、母になった様に抱きしめた。'],['すぐに私を抱かないのか…少し残念な気分で、私は何もすることがない部屋を見渡す。物が何もない簡素な部屋。かろうじてべっどが一つあった。といれと台所は共同の部屋。私は窓を開け、掃除を始めた。男に明日も買ってもらえるように。']
