ドキドキ,ザクザク,チリチリ,ギリギリ,キラキラ,バリバリ,ネバネバ,バシバシ
['どんなスープなのか、今からドキドキしてきた。\n'],['しゅるん。ザクザク。\n'],['チリチリチリ。\n'],['ギリギリセーフだ。\n'],['キラキラした瞳で女の子エルフが見上げてくる。\n'],['敵愾心バリバリでおっさんエルフが答える。\n'],['木で出来たボウルの様な器に、大麦のごはんの上に緑の野菜と白いネバネバ。\n'],['レシピじっくりと読んだだけで、この料理のすごさがバシバシ分かる。\n']
