クッキー,ワンピー,カップル,プリクラ,ツンデレ,コンクリ,クッキン,トンガリ,ゼーハー,ハッピー,パッチン,ハードス,ワンポイ,ドタバタ,ワンパク,ドンピシ,キーワー,クラサバ,ハッキリ,ポツリポツ,デコボコ,ワンコロ,コントロ,ペットボ,トンズラ,スーパー,クスジュー,ジンクス
3,5,4,1,3,2,1,1,1,2,1,1,1,1,1,2,1,27,3,1,1,1,1,3,1,2,1,2
