チンピラ,ハッキリ
['「俺は今回の探索を利用して上級騎士共を鍛えようと思っている。知っているか？\u3000奴らは試合形式では下級騎士に勝てるのに、下町のチンピラに喧嘩で負けるんだ。どういうことだか判るよな。いざ戦場に出たときに上級騎士共は怖じ気づいて逃げ出すかもしれないんだよ」\n'],"['\u3000ハッキリと国王を影から操ると宣言した第一王子にエリザベートが頭を抱えた。\n', '「そうですね。せめてどこにいらっしゃるのかハッキリすれば彼等も落ち着くんですが、居場所が分からないというのに何も手を打たないのが気に入らないのでしょう」\n']"
