ゴリゴリ,ゾリゾリ,ニヤニヤ,オドオド
['『王子達のライフはゴリゴリと削られていきます』\n'],['『＜身から出たサビ＞によって、厚いツラの皮が、ゾリゾリと削られてゆく！』\n'],['＜例＞ニヤニヤしながら金がなくなったと言う上級貴族の子に、オドオドしながらとある人物がそのあたりにいた、と証言する下級貴族の子。\n'],['＜例＞ニヤニヤしながら金がなくなったと言う上級貴族の子に、オドオドしながらとある人物がそのあたりにいた、と証言する下級貴族の子。\n']
