ピンシャン,スカウト,クスキュー,ツンデレ,コンクリ,ビーカー,ジューシー,コンクー,カップラ,クラスカ,グラウン,メリクリ,コントロ,タッパー,コンスタ,プリチー,ペットボ,チューボー,パーカー,スーパー,カンドキ,パードン,トンタッ
1,2,1,3,1,4,1,1,1,1,1,1,1,2,1,1,3,1,1,3,1,1,1
