ワンピー,プンカー,バンキン,キーボー,カップル,クーポン,コテンパン,キンカツ,ワンパン,コンクー,チューリン,ハッピー,ピンポー,パッカー,プラカー,シーズン,パンピー,ポツリポツ,ポーカー,ペットボ,ウンドサ,スカジャン,コンピュー,スーパー
1,3,1,1,1,1,1,14,1,1,2,2,6,1,3,1,2,1,4,1,2,2,1,2
