メラワー,カツカサ,ワンピー,ガタゴト,キーボー,ワンシー,モリカー,ピーカー,パチクリ,コンクー,ハッピー,テクノロ,ハードボ,ベロンベロ,パタリパタ,ガチコン,ハッキリ,コントロ,コンピュー,スーパー,ハッハー
1,1,1,1,4,1,1,1,1,8,6,1,1,3,1,1,1,2,1,5,1
