クッキー,ワンピー,リンゴー,ジャーシー,カップル,フラワー,スカウト,ブラボー,ビーチチ,ピクシー,ブラブカ,パチクリ,クリスタ,ハッピー,キングサ,グイベン,リンドブ,パープル,ガーデン,ドロシー,ドタバタ,カチコチ,ドンパチ,ハッキリ,シーズン,コントロ,ヒーカッ,キンシッ,ポーカー,チリンチリ
6,5,2,1,13,2,2,2,1,2,1,8,1,1,1,2,14,1,1,91,1,1,1,7,1,9,1,3,1,1
