クッキー,ギリアップ,ワンピー,ガタゴト,ワイガヤ,コンポー,ジューシー,ガランガラ,トコトン,パチクリ,キューカン,ゴチャゴチ,ガサゴソ,ウロチョロ,クッキリ,スクワー,シュークリ,ワーアップ,ハッキリ,タップリ,ワークリ,ガンジー,クラウン,ブラウン,ブルクル,グスカー
2,1,7,1,1,1,1,4,1,1,1,1,1,1,2,1,4,1,7,4,1,14,4,1,2,1
