スベスベ,ドキドキ,コソコソ,ジロジロ,ワクワク,ニヤニヤ,コロコロ,ハラハラ,プルプル
['\u3000肌着からしてスベスベしているし、緑の上着も紫色のパンツも美しい光沢があるようだ。\n'],"['\u3000衣ずれの音が聞こえ、ヴェルデはドキドキさせられる。\n', '\u3000彼は美人の顔が間近になるという現象にドキドキしながら答える。\n']",['\u3000人の目を盗むようにコソコソとしていたのは当然だろう。\n'],['\u3000リーヴォリはジロジロと彼のことをながめ、鼻で笑う。\n'],['\u3000きっと見たこともない食べ物が出るのだろうと想像し、ワクワクする。\n'],['\u3000……ラストラ王子たちはそう確信し、ニヤニヤと笑う。\n'],['\u3000オーロは本気にせず、コロコロと笑う。\n'],['\u3000彼女は王女が負け戦を始めるのではとハラハラしていた。\n'],['\u3000内容とは裏腹に、顔は怒りで紅潮していて、体はプルプルと震えていた。\n']
