がちこん,もじしな,ちらこそ,がみいら,するから,からもた,ばかのお,ふんぞり,かりぐら,いちゃうか,しなかっ,たっくだ,すーぱー,すーつか,ぼろかっ,こそうと,ひたすら,めちゃくちゃ,しーどさ,ちらもお,からこそ,するがみ,はっきり,かったら,からもお,ひやしな,ごそうよ,くんおめ,びゅーから,かーちー,しながら,すること,こんぴゅー,かっちか,くんとく,からすた,こんとろ,するぐら,はらする,りんぴっ,でぶつか,がぶつか,ぶつかっ,たらそろ,びりがん,じゃーすぽ,こんちく,がんばり,ざわめき,わくちん,てかうん,すいべん,てくるん,わんばか,ぐらいら,しっかり
1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,6,4,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,2,1,11
