ジャーシー,ムズアップ,ツンデレ,ピーカー,ホカメラ,シーフー,ピンポー,クラシッ,カーペッ,ハッキリ,オンスー,パッチリ,シャンプー,キンシッ,パーカー
2,1,2,1,1,1,1,1,2,2,1,1,1,3,2
