わなかっ,たっつー,するばか,くること,するから,とんかつ,きりびー,とこうか,からだら,いじめら,しとけば,すーぱー,だらしな,たっぷり,はっきり,かったら,ちまうん,よろしく,するなよ,しながら,すること,ころのお,でんぐでん,かんとく,からぞく,がやたら,にやしな,なよきし,がつくだ
1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,2,1
