カーボー,ワンピー,シャーペン,コンクリ,ゴーキー,コンクー,クーパー,キーパー,ガラクタ,バリカン,グラウン,カッチカ,ジャングル,コントロ,ペットボ,ズンパン
2,1,2,1,1,2,2,1,4,1,8,1,1,2,2,1
