クッキー,ジンジャー,カップル,シープー,トングサ,スカウト,ツンデレ,コンクリ,エンジン,デコピン,アースカ,ピーチク,ポンコツ,パーチク,キーパー,ドキビク,ピンポー,クラシッ,コンシュー,ガタンゴトン,グーグル,チョコボン,ブルクリ,カーペッ,バリアー,クスシー,ガチャガチ,グラウン,キーワー,ドタウン,シーズン,カーペン,コントロ,シャンプー,ヒーカッ,ポーカー,ペットボ,ガチオタ,スーパー,クラスタ,カックン
1,1,4,1,1,1,3,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,8,1,1,3,1,1,1,1,1,3,1,2,1,1
