カーボー,スカウト,リンピッ,カーグラ,ピクシー,ピーカー,ドサポー,マルクー,ポンコツ,チップス,クラブカ,クスポン,タッカー,キーパー,ワンツー,ワンタッ,カークラ,カースタ,クラブラ,ジャースポ,タックル,グラウン,デンボー,リングス,ブルタッ,マルクス,シーズン,ハーフラ,クラシコ,ガンクラ,コントロ,シュートコ,カーゲー,チームラ,スパイラ,スーパー,ジンクス
4,17,9,2,2,1,1,2,1,1,1,1,4,42,4,3,3,1,8,1,6,7,2,1,16,1,39,5,7,1,2,1,3,1,1,11,1
