カップル,コンパク,スカウト,ジャンキー,ユラリユラ,プスピー,ワーバラ,ボンクラ,ブラスカ,クンガク,ハッキリ,ジリスク,スーパー
1,1,1,2,1,1,1,1,1,1,1,1,1
