からがや,がやとく,びーくー,からさら,がたかっ,わんぴー,たってく,めちゃくちゃ,きこもり,しくくら,しながら,すること,かりくら,でかわい,けたから,たらしく
1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
