わくする,ぶつけた,にこちら,くんのお,かったら,しながら,なようだ,うところ,すること
['\u3000例えば、蒼太は冒険小説や推理小説などわくわくする物語を選ぶことが多かった。\n'],['\u3000彼は剣道部には入らなかった。なぜ！\u3000どうして！\u3000それだけの腕を持っているのに、もったいないと思わないのか！\u3000そんな強い思いを彼女はもち、実際にその思いを本人にぶつけたことがある。\n'],['\u3000しかし蒼太の反応は淡白なものだった。彼は三年前にこちらの世界に帰って来てから、どこかこの世界の者とのつながりを避けるような様子がみられた。まるで、ここは自分の居場所ではないかというように。\n'],['「ううん、転ぶかと思ったんだけど。そこに慌ててうちが近くにあった棒をおいて支えにしたの。そしたらだいくんのお尻にぶすーって刺さっちゃったんだ。あの時のだいくんの顔ったら」\n'],['「お、それ読んでるのか。俺も読んだけど面白かったよ、その作者の続編もお勧めだからまだ読んでなかったら試してみろ」\n'],"['\u3000蒼太は覚えている情報を口にしながら彼女に謝罪する。\n', '\u3000その発表を大輝は三位のめだるを首にしながら聞いていた。大輝は準決勝で蒼太に破れていた。\n']",['\u3000しかし、相手の蒼太は彼女のことをうろ覚え程度なようだった。\n'],['\u3000最も苛立ったのは彼が勝って当然という顔をしていたからだった。蒼太にしてみれば特に思うところはなかったのだが、大輝の目にはそう映っていた。\n'],"['\u3000いつか彼と本の内容について語り合いたい。そんな気持ちを抱えつつも、いつも一緒にいる大輝以外の男子とのこみゅにけーしょんの機会がほとんどのない彼女は口にすることができずにいた。だから……。\n', '\u3000彼は決勝が始まると圧倒的な強さを見せ、あっさりと優勝を手にすることとなる。彼の雰囲気に対戦相手は完全に飲まれていたが、それがなかったとしても彼とまともに打ち合えるような選手はいなかった。\n']"
