ワンギリ,ワンピー,カップル,ワンシー,スカウト,チンピラ,ジーパン,ピーカー,チングス,メリカン,チクリン,ガサゴソ,シックリ,ゴワカリ,ピーポー,タックル,シッポリ,シッカリ,ハッキリ,オンボロ,コントロ,パックリ,ドサクサ,スーパー,ピンポイ,ポコチン,ヨロシク
1,2,1,1,1,5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,2,1
