ワンピー,キーボー,カップル,カンフー,チーズバ,リンフン,ポンコツ,カップラ,パークリ,ハードボ,バシャバシ,ツーリン,グラウン,ハッキリ,シーズン,キシブル,プリコッ,ペットボ,シャンビュー,ブラウン,スーパー,チーズタ,パーカッ
5,2,2,1,2,1,1,1,2,23,1,1,1,2,1,1,7,1,1,1,4,1,2
