カーボー,ピンボー,ブルテク,コンパク,チンピラ,デコピン,ピードス,チングス,プスピー,キーパー,ウンドス,ボーリン,ワンタッ,カークラ,カーワー,タッチラ,タックル,ツートン,タッキン,グラウン,シーズン,ドングリ,コントロ,シュートコ,スーパー,ワーキャー,ブルシュー
3,1,1,2,2,1,2,1,5,6,1,2,6,4,1,3,1,1,3,4,4,1,14,4,6,3,3
