スカウト,リンピッ,コンクリ,エンジン,ピーカー,パックダ,シーフー,ピンポー,バカデカ,グラウン,ハッキリ,コントロ,ペットボ,スーパー,バタフラ
8,2,2,1,1,1,1,1,1,1,4,1,1,1,2
