カップル,ワンボー,クスピン,スカウト,リンピッ,ツーシー,キャッチン,デカブツ,ピッチン,プスピン,カットボ,ハッキリ,コントロ,パシャパシ,グスピー,チッパク,ワンバン,キャッチー,クルカー
1,2,4,11,1,1,2,1,25,2,1,3,18,1,1,1,1,3,1
