クッキー,クルパー,ハラドキ,カラクリ,コンパク,スカウト,ボーガン,ポリシー,ジャンキー,ウンチク,ブルワー,ジーパン,コテンパン,ガタキン,カンプン,アーサラ,クリスタ,バキボキ,ハッピー,タッカー,クスゲー,ガラクタ,チッカチ,クンドク,ドーピン,ブラジャー,パープル,カットボ,チューグラ,チャリンチャリ,ワーアップ,ワーカー,ジャンピン,チンプン,グラウン,トンチン,リンゴリ,カチコチ,キーワー,ヒーリン,ハッキリ,シーズン,オンボロ,ザーアー,コントロ,ヒーカッ,ポーカー,クルボー,トンズラ,ビーアー,ボカスカ,スパイラ,スーパー,クスアー,ブーメラ,プルジュー,スクリーン
1,2,3,1,1,11,12,3,3,1,1,1,1,1,1,1,30,2,4,1,1,7,1,1,1,2,3,3,1,1,1,1,1,1,2,1,19,1,1,3,33,2,2,1,6,2,4,1,1,5,1,3,10,1,2,1,1
