クッキー,ワンピー,コンドー,カップラ,グルマザ,グラウン,コットン,シャンプー,ヒーカッ,キンシッ,カサブラ,エンドロ,スーパー,ブルワイ,マルガリ,チョビバタ,ワンパッ
2,1,1,1,2,1,1,1,1,1,1,1,12,2,2,1,1
