クッキー,ワンピー,カップル,ツンデレ,チョコチッ,クルスー,ピンポー,カーペッ,コロンコロ,グラウン,クラサバ,ペットボ,トンズラ,ワイトボ,ドサクサ,ジンクス,ビーフカ
17,1,3,3,1,1,1,1,1,1,6,2,1,1,1,1,1
