クッキー,ワンピー,カップル,クーキー,チョコチッ,ムンクル,リーンゴーン,ハッピー,ガサゴソ,リーングラ,ガラクタ,トクチュー,バシャバシ,シュークリ,クスシー,キリギリ,カーバン,グラウン,ウロボロ,ブリゴロ,ジリスク,ザーアー,ベラドン,コントロ,シャンプー,ビーシッ,キンシッ,ポーカー,ツーピー,ウンドサ,グスカー
60,3,1,1,1,154,1,1,1,107,1,1,1,4,1,2,27,1,1,1,1,1,1,2,8,1,1,3,1,1,1
