ワンピー,スカウト,デコピン,コンガチャ,リンガー,パチクリ,ピチャピチ,ゴチャゴチ,キーパー,ピチャガラ,ワーアップ,グラウン,ヒーリン,シーズン,ポツリポツ,パッチリ,デコボコ,ブラコン,ブンガツ,パックリ,ハッハー,ハーハッ,ブーメラ
6,1,1,1,8,2,5,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2
