そろそろ,ぐりぐり,ごてごて,ぱらぱら,にやにや
['\u3000寒さに目覚めた国王は微かな違和感に隣の側妃を見た。こちらも寒そうにしているものの起きる気配はない。暖かい彼女に寄り添うようにしてもう一度眠ろうとするが、まるで暖房のついていない寒さにもう一度部屋を見回した。そしてこの時期ならそろそろ入っているはずの炭鉢が来ていないことに気付く。\n'],['\u3000その一国の王妃にしては狭い部屋で、えりざべーとは細い指でぐりぐりと眉間を揉みほぐした。いままで様々なことを我慢してきたが、今回のこれはその限界を超える要求であったのである。\n'],['\u3000ごてごてと花やふりるで飾り付けられた赤やぴんくのどれすたちの中で、一際目を引く薄緑色のしんぷるなでざいんを提案したとらる。それも当たり前だろう。彼のどれすは身につける人物が違ったのだから。\n'],['\u3000さまざまな紙に書かれてあるものの、すべて辞表なのはすぐに判った。ぱらぱらとめくっていくと侍従長、侍女長、めいど長の辞表もある。ざっと百枚近くはあるだろうか。\n'],['\u3000こちらは更に怒気を強めたえりざべーとに驚く一同。今までこんなに感情を顕わにした王妃を見た者はいなかったのだ。だが騎士団長は堪えた様子もなくにやにやと笑いながら言い訳した。\n']
