キューピッ,クッキー,ワンピー,キーボー,スカウト,マザコン,グータラ,ムズアップ,ツンデレ,リンクサ,ジーパン,エンジン,チョコチッ,ピーカー,ワクドキ,ポンコツ,カンパー,ゴーカー,ゴチャゴチ,ハッピー,ピンポー,クラシッ,スクワー,ビシバシ,ワーアップ,ブルドン,ワーカー,ドタバタ,カチコチ,ハッキリ,ブツアー,シーパン,コントロ,シャンプー,キンシッ,パクムシャ,ズタボロ,ペットボ,パーカー,ワイトボ,ドサクサ,スーパー,クスカー,ピンポイ,ガタブル,トンタッ
1,17,2,3,5,3,1,4,4,1,4,1,1,2,1,8,1,2,1,2,1,1,1,1,1,1,1,1,1,11,2,1,1,4,7,1,3,1,5,1,1,14,1,2,1,1
