ポツリポツ,カチンカチ,バシャバシ,チラリチラ,ハッキリ,カチコチ,チチチッ,カーンカー
['\u3000昼前に、空からポツリポツリと落ちてきた雨は、あっという間に勢いを増していき、豪雨となる様相を見せ始めた。\n'],['\u3000途端に、舌が忙しなく踊り、カチンカチンカロンカチン、と高い音を響かせた。\n'],['衿首を掴まれ、脳天から水底に沈められる。暫し、沈んだ際に起きた波紋が波打っていたが、やがて、がぼ、と巨大な泡が起こり、続いてバシャバシャと水を跳ねさせる音と、脚が砂をじゃりじゃりと飛ばす音とが重なった。\n'],['\u3000その陸少年が、真と優の様子を、チラリチラリ、と遠巻きにしながら伺う。\n'],['胸の刺繍によって文官と武官、品位がハッキリとわかるようになるのは明代になってからのようですが、官服として圓領袍衫を身に着けだしたのは北魏あたりからです\n'],['\u3000カチコチに固まりながら、少年がぎくしゃくした動きで薔姫の傍に寄り、２～３人分たっぷり座れる隙間を開けて、腰を下ろした。\n'],['\u3000而も、興奮の為か体温も上がり内部が以上に熱く、しかも汗ばんで湿気が酷く、粘ってくる。チチチッ、と乱は舌打ちをすると、背後に控えていた兵をじろりと睨む。\n'],['\u3000その剣の示す先では、兵士たちが、自ら船の帆柱を鉈で叩き、へし折ろうとしていた。がんがん、カーンカーンという音が、低く高く、響いてくる。\n']
