クッキー,ワンピー,ジャーシー,カップル,ブルコン,スカウト,ムズアップ,デコピン,チョコチッ,ポンコツ,スクドー,コンクー,ウロチョロ,クラシッ,クンドク,コンプリ,カランカラ,パッキン,ボーカラ,シュークリ,ビシバシ,クラサク,ガーデン,ガチャガチ,チョコペン,クリアー,コンバン,シッカリ,ギーチョコ,ハッキリ,ポツリポツ,デコチュー,ブラコン,タップリ,コントロ,ハッキン,ヒーカッ,メチャクチャ,ワイドシ,ペットボ,パーカー,ブラウン,スーパー,スレチッ,パンツル
8,8,2,1,1,1,1,1,3,2,3,3,1,2,1,3,1,1,1,2,2,2,1,2,1,1,1,10,1,1,2,1,5,1,1,2,1,1,3,2,1,1,5,7,1
