くよくよ,とぼとぼ,きゃーきゃー,にこにこ
['「男に振られたぐらいでくよくよしちゃ駄目よ！\u3000私がもっといい男紹介してあげるからさ！」'],['\u3000結局そのまま彼女の後ろ姿を見送って、俺はとぼとぼと家路についた。'],['\u3000晃宏は女の子にきゃーきゃー言われたいがためだけにばんどをやっているようなやつで、練習もほとんど来ないくせに、一番目立つめいんぼーかるをやりたいと言って聞かなかった。'],['\u3000先ほどまではちゃんと聴いていなくとも、にこにこと俺の曲を受け止めていたのに……']
