キーボー,スカウト,コンポー,ビーカー,コックリ,クラシッ,ハッキリ,ブツアー,ワイドシ,スーパー,キングリ,キャッチー,ハードロ
7,1,1,2,2,1,1,3,2,3,1,1,3
