ピリピリ,コンコン,キュッキュッ,クスクス,パンパン,イライラ
['今まではいろいろな人たちが出す空気もあり、暖かくのんびりとした空気だったが、二人の選手がうなづくと今までなっていた音が止み、まるで奥原選手と佐藤選手しか居なかったような静かさ、そしてピリピリとした空気に変わっていた。\n'],['そして双葉の部屋のドアをコンコンとノックしてから部屋に入っていた。\n'],['それからは奥原選手と佐藤選手が発するキュッキュッというシューズが体育館の床でこすれる音、ラケットでシャトルを叩くときになるパンッパンッとまるで風船が割れたような空気を切り裂く音、すごいと小さく響く観客の声。\u3000体育館にいる人が皆、奥原選手と佐藤選手の練習を見守っていた。\n'],['双葉はそのやりとりが面白かったのかクスクスと笑っていた。\n'],['（結構な分厚さだな。まあ卒業式も近いらしいし、たぶんそれで沢山のお便りや持って帰る物もあるからだと思う。\u3000よく見てみると永峯さんのかばんもパンパンになってる。）\n'],['双葉はいらつくように髪をワシャワシャっとした。\u3000どうやら考えがまとまらずにイライラしているみたいだ。\n']
