カーシュー,メラスタ,スカウト,ポリシー,リンピッ,ピーカー,ポンコツ,タッカー,キーパー,ワンツー,ワンタッ,ブルゴー,タックル,グラウン,ブルタッ,ドンピシ,ハッキリ,シーズン,フラフー,コントロ,パシャパシ,ペットボ,スーパー,ヨロシク,スクリーン
1,1,1,1,28,1,1,1,6,2,5,1,2,6,1,1,3,3,1,6,3,1,1,2,2
