キーボー,カップル,プルピン,シャーペン,コンパク,スカウト,ポリシー,ツンデレ,コンクリ,ジーパン,クッキン,トンガリ,トロベリ,クリスタ,ドスカー,テクノロ,ポンチョコ,カードキ,ハードス,マジシャン,コンプリ,リンスイ,グーパン,ドタバタ,グラウン,シャンプー,ポーカー,メチャクチャ,ペットボ,スーパー,ジンクス,トンタッ
1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,11,1,7,1,1,2,1,2,5,1,1,3,1,5,1
