カーボー,ワンピー,スカウト,ポリシー,コンクリ,エンジン,スタリン,プスピー,テクノロ,キーパー,クスフン,カーワー,ワーカー,グラウン,コントロ,ルンワー
2,3,1,1,1,2,1,1,1,1,1,1,1,3,2,1
