カップル,スカウト,リンピッ,スレシー,シーブカ,ワンチッ,ゴーグル,ポンコツ,タッカー,グルマザ,ワンタッ,ドーピン,ツータッ,ワンポイ,ブラチラ,クスカラ,アップシュー,コントロ,ジーボー,ペットボ,ワイトボ,スパイラ,スーパー,タックラ,バタフラ
2,1,1,1,1,1,1,1,6,1,4,1,2,1,2,2,1,3,1,1,3,1,11,6,1
