カーボー,ブルテク,カップル,ワンシー,スカウト,ポリシー,カストロ,チンピラ,ムズアップ,ツンデレ,ルンゴー,ウンゴー,コテンパン,ピードス,ドサポー,キャッチン,ピョンシッ,クルシュー,バンゴー,プスピー,リンドー,ギリボー,ルンクラ,タッカー,キーパー,カードキ,ワンツー,ワンタッ,トロシャン,カークラ,カースタ,ブルハッ,ハットン,タックル,ドタバタ,ジャンピン,クリアー,パンチン,カーチー,グラウン,メキシコ,リングス,ブルタッ,マルクス,シーズン,カチャカチ,ブラコン,ルングラ,コントロ,シュースカ,キンシッ,シュートコ,カスパー,ペットボ,ガンゴー,ワイトボ,カーゲー,ムライソ,スーパー,デコイラ,ルンボー,ジンクス,ブーメラ,ピードタ,スクリーン,パーカッ
1,1,3,1,10,1,1,1,2,1,7,1,3,1,3,1,1,1,1,11,1,1,2,1,18,1,41,6,2,3,2,1,3,5,1,1,17,22,1,25,1,1,7,19,58,1,1,1,17,4,2,17,10,1,1,6,2,4,21,1,3,1,1,1,2,1
