クッキー,チンピラ,ムズアップ,リンクサ,コンクリ,ポーツカ,ゴーカー,クリスタ,テクノロ,タッチャブ,ハーブス,キームン,リンピー,ブリザー,ワーカー,グラウン,チリペッ,マルクス,ワーハラ,クススパ,ペッパー,シャンプー,キンバリ,ワイトボ,ブラウン,スーパー
20,5,2,1,4,1,1,27,1,1,3,2,1,1,9,1,1,20,1,3,1,1,13,4,25,21
