ブラザー,カーボー,クッキー,ピンヒー,ブルキン,ワンピー,ジャーシー,キーボー,カップル,フラワー,シャーペン,クスピン,コンパク,スカウト,カンフー,ポリシー,チンピラ,リンピッ,コンクリ,カーグラ,エンジン,コテンパン,デコピン,ピードス,ピーカー,ビートン,キーガン,バチャバチ,ピーチク,ポンコツ,ワクワイ,クルシュー,バンゴー,プスピー,パキスタ,カップラ,クリスタ,ゴチャゴチ,キングタ,ワンパタ,ブリガー,タッカー,ジャンパー,キーパー,ピンポー,ワンツー,クンドク,ワンタッ,バシャバシ,コンプリ,カークラ,カーバカ,ピッチリ,ピンポン,ブラジャー,ビシバシ,カースタ,ブスチー,ガチャガチ,チームシャ,プラカー,ガンシュー,ジャンピン,クリアー,パンチン,グラウン,パラシュー,ドンピシ,アージン,ボロカス,カステラ,ハッキリ,シーズン,ワンクッ,パッチリ,デコボコ,チンタラ,フンガー,コントロ,シャンプー,タッパー,バリトン,ヒーカッ,キンシッ,シュートコ,コンスタ,ベントコ,スーツケ,ワイドシ,ペットボ,ネチャネチ,ハードカ,パーカー,ワイトボ,スタジャン,パックリ,スカスー,スーパー,クスカー,ピンポイ,スレチッ,ジンクス,カッチリ,バタフラ,カックン,スクリーン,パンポー
2,9,14,2,3,3,3,4,11,2,1,1,1,43,1,1,2,5,1,4,5,1,9,1,8,1,1,2,1,2,2,1,1,5,1,1,1,2,1,2,1,3,1,133,1,2,1,2,1,1,2,1,7,1,4,1,1,4,1,1,1,2,3,1,2,68,1,1,2,4,6,3,3,1,3,1,7,1,8,7,3,1,3,2,12,1,1,10,1,1,1,1,4,7,1,2,2,20,1,2,5,2,2,2,1,9,1
