ことから,わなかっ,くるから,するばか,ころから,すごいじ,わいいじ,つけたら,しなかっ,ばたつか,うとする,はきちん,こんぽー,かったっ,げたかっ,しながら,すること,うだから,ばたくた,もたくさ,けたこと,うとすれ
1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1
