オンスー,スカウト,コンスタ
['\u3000ヴェルデの前に並ぶ食事は白いパン、オニオンスープ、蒸し野菜、魚のムニエル、ローストされた鶏肉、卵焼きである。\n'],['「スカウトしてきたわたくしの兵士です。適当な部屋と衣装を与えなさい」\n'],['「コンスタンス。お前はわたくしの伯母だから無罪になると思っているの？」\n']
