ズタボロ,マルエン,ベラドン
"['\u3000そう、かつてナイルの弟子にして剣の英雄として活躍した青年の若かりし姿でした。彼はズタボロで、今にも亡くなりそうな有様でした。\n', '\u3000そのズタボロの状態で兵士に連れて行かれたナイルをゴミを見るような目で見つめ、次の瞬間には勇者に媚びながらまとわりついたのです。\n']",['マリアンヌについては運命に翻弄され、一度は復讐という行為に手を汚しつつも、幸せを掴んでようやく人並みの幸福な人生であるノーマルエンドに辿り着いたというのが結論です。\n'],"['\u3000遅行性の猛毒デスベラドンナを感染させ1日かけ全身に巡らせた後、即効性のある毒を合わせることで、半日以上魔力回路を麻痺させ、全身の自由を奪い、一時的にスキルや加護を失わせる効能がある合成毒。毒を混ぜて一度に、では意味がない。1日かけて感染させた後でないと効果が無いのだ。\n', '\u3000そう、魔王を倒したとき私はデスベラドンナをたっぷり塗った刀で勇者を刺し感染させ、１日たって馴染んだ今即効性の毒“トリスパラライズ”を感染させ、合成毒を完成させた。\n']"
