きらきら,ぎりぎり,こそこそ
['王子も唖然としている。いくら第三王子とはいえ、知らないことはないだろう、この目立つきらきらな容姿の男。逆に何故知らないのまりえ公爵令嬢。'],['その側近はぎりぎりしてるし、'],['周囲に呼びかけると、返事がない。野次馬さんは隣同士でこそこそ話し合ってるけど。']
