ハラハラ
['「ええ。ですが、旦那様は酷い方ですわ。あのように、叶わぬ夢を見させて。あれでは、名実共に欲しくなると思いますわ。ハラハラするのです。『クリスプ伯爵の愛』と言う梯子の最上段に立とうとも、決して届かぬ『クリスプ伯爵の妻』と言う果実を取ろうと背伸びして、何時か落ちるのではないかと」\n']
