うとから,たらばっ,しなかっ,もろくに,すっぱり,たっぷり,ぷすすた,くすへと,すること
['\u3000一体どこに、つーあうとからばんとをさせる理由があるのか。'],['\u3000ぴっちゃーが投じたらばっとを引き戻して打つか見逃すかだろうとの、極めて常識的判断をしたのだろう彼らは、俺が右打席から二歩目を踏み出した辺りでやっと動き出す。'],['\u3000高校球児生活の最後で、まさかこんなにしびれるしちゅえーしょんの当事者になれるとは思いもしなかった。'],['\u3000もう頭もろくに回っていなかった俺が思いっきり飛び込んだのは、本能的なものだったんだろう。'],['\u3000そして、次のさいんを受けて、最初のさいんのことはすっぱり忘れるのだ。'],['\u3000そんな中、たっぷり数分間は全く動かなかったぴっちゃーは、四度首を横に振り、五度目で縦に振った後、二球目を投じた。'],['\u3000気付けばあるぷすすたんどから聞こえていた応援が何段か小さくなったようで、すたんど全体の空気も困惑が広がっているような気がする。'],['\u3000副きゃぷてんである前のばったーが三振に倒れたのを見て、俺はばったーぼっくすへと向かう。'],"['「……年を取るとだな、右手首を触るつもりで左手首を触ったりすることがある。うむ、年は取りたくないものだなぁ！\u3000はっはっはっはぎゅぅ！？」', '\u3000その後、小学生で野球を始めてから五十二歳でぷろ野球選手を引退するまでの間、俺は公式戦で、このたった一度しかばんとをすることはなかった。']"
