カリプス,ブラスタ,コントロ,フルメタ,ランペッ,ザーコン,サンドキ,クラスタ,スーパー,プルスラ,ブルスラ,ジリスク,パラメー,ワースラ,ランドキ,ブリザー
1,1,5,1,1,1,1,2,2,2,1,1,1,1,1,1
