ガクブル,トップク,サククイ
['？？（（（（ガクガクブルブル））））\n'],['\u3000戦闘・工作・諜報など力量と経験は、戦闘型アンドロイドの中でもトップクラス。\n'],"['\u3000久遠ジュリア\u3000二つ名・バーサククイーン\n', '\u3000目的より戦いを楽しんだりすることがあるので、二つ名がバーサククイーンになった。\n']"
