くすさん,びかけた
['「それは、盗まれた物です！\u3000きっと、べあとりくすさんが盗んだんです！」'],['\u3000集まった貴族達に挨拶をしようとしたこの国の女王たるうぃるへるみなに呼びかけたのは、王子であるうぃれむでした。']
