がしたか,くださっ,わなかっ,だったら,じめてか,ころから,らんこと,いそうだ,もわから,うとする,しながら,すること
['もともと贅沢な暮らしがしたかっただけだと修道院に入れられるまで喚いていたそうだ。'],['「両親に感謝を……私を慈しみ愛してくださったお礼を……」'],['誰もが、自分が生きている間に使われることがあるとは思わなかった。'],['男爵令嬢がその甘い言葉に陥落するのはあっという間だったらしい。'],['なぜ、王子は彼女が公務をはじめてから断罪劇などを行ったのか。'],['最初の頃は意気揚々と妃教育を受けていた男爵令嬢だが、３か月を過ぎるころからさぼりが目立つようになった。'],['「我が国に幸あらんことを」'],['確か、伯爵家の出だと聞いていたが祖父母の家が伯爵家なので間違ってはいないそうだ。'],['その理由はだれにもわからなかった。'],['何としてでもその情報を得ようとするだろう。'],['妃教育が辛いと涙を流しながらそれらのもとに駆けこんでいたそうだ。'],['立太子の祝賀会の場で国王は『天使の雫』の使用を永久的に禁止することを発表した。']
