わたしな,わなかっ,ちらにや,かったか,はためら,らんぐり,まじかっ,とっぷす,からさら,しながら,ぽっかり,すること
['「その力があれば、あなたはわたしなどに抵抗できていたのでは……？」\n'],"['\u3000第二回書き出し祭りの定員に間に合わなかったので、覆面作家として投稿いたします。\n', '\u3000人間界から魔界に降りてくることがまず一筋縄ではいかぬ旅路だ。それも女ひとりで。彼女を突き動かす原動力がなにか。よもや、そんな言葉だとは思わなかった。\n']",['\u3000てぃえらは再びこちらにやってきて、王子をまるで荷物のように担ぐ。その膂力を生み出すためにも、ずいぶんと魔力を消費しているのだろう。王子は申し出た。\n'],['「城の中ではまともに剣も振るえなかったからな」\n'],['\u3000女はためらった。だが、れゔぁのもつ奇妙な威圧感に押されるように口を開く。\n'],"['\u3000女は路地に隠れていた。魔族兵を一旦やり過ごすつもりだろう。目を光らせる女を見つめ、王子──れゔぁ＝らんぐりふぁは、顎に手を当てた。\n', '\u3000れゔぁ＝らんぐりふぁ。数少なき、純血の王魔族の子孫。若き皇帝。その血に満ちる魔力は、爆発寸前の小惑星のようであった。てぃえらは絶句する。\n']",['\u3000路地に追い詰められ、戦いを余儀なくされたてぃえらは、剣を手に荒い息をつく。その腕前は凄まじかった。\n'],['\u3000同時に怒鳴り声。てぃえらは王子の首根っこを掴み、ためらわずに駆け出した。一瞬でとっぷすぴーどに至る彼女に引きずられながら、王子は「ふむ」とつぶやく。\n'],['\u3000頭上からさらに怒鳴り声が聞こえてきた。魔族兵が追いついてきたようだ。もはや予断は許されぬ状況。だが、ふたりは笑みさえ浮かべていた。\n'],['\u3000周囲を警戒しながら、てぃえらは王城へと向かっていた。\n'],['\u3000ぽっかりと空いた穴は、水銀のような銀の泉で満ちている。これこそが封印。\n'],['\u3000封印そのものを破壊することはできない。だが、人が通れる程度の穴を開くことはできる。\n']
